June 2018 Tejon Seedling Counts,,,,1 = All Excluded    2 = Cows Excluded   3 = Control,,,,,,,,,,,,,,
"Carina Motta, Devyn Orr",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Location,Year,Month,Site,Block,Plot,Transect,# seedlings,# after 1st yr,# old seedlings,dead,clump,alive dess,dead dess,herb above,herb below,notes ,,Total_Alive and dead
Tejon,2018,June,Intermediate,1,2,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,4,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,2,2,1,,,,,,,1,,,,
Tejon,2018,June,Intermediate,1,2,3,0,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,1,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,1,2,,,,1,,,1,,,,
Tejon,2018,June,Intermediate,1,1,1,1,,,1,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,9,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,7,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,6,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,1,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,10,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,10,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,8,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,4,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,6,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,7,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,5,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,3,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,1,,,,,,,,,,,
Tejon,2018,June,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,4,,,,,,,,,,,
,,,Intermediate,1,1,2,3,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,1,,,1,,,,,
,,,Intermediate,1,1,2,3,,,1,,,,,,,,
,,,Intermediate,1,1,2,2,,,,,1,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,5,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,4,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,4,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,1,,,,,1,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,5,,,,,,,,,,,
,,,Intermediate,1,1,2,4,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,1,,,,
,,,Intermediate,1,1,2,6,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,1,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,6,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,4,,,,1,1,,,,,,
,,,Intermediate,1,1,2,2,,,,1,1,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,1,1,,1,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,1,,,,
,,,Intermediate,1,1,2,5,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,1,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,1,,,,1,,,,
,,,Intermediate,1,1,2,7,,,,1,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,1,,,,
,,,Intermediate,1,1,2,1,,,1,,,1,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,4,,,,1,,,,,,,
,,,Intermediate,1,1,2,3,,,,1,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,1,,,,,,,
,,,Intermediate,1,1,2,1,,,,,,,,,,,
,,,Intermediate,1,1,2,2,,,,,,,,,,,
,,,Intermediate,1,3,1,1,,,,,,,,,,,
,,,Intermediate,1,3,1,2,,,,,,,,,,,
,,,Intermediate,1,3,1,1,,,,,,,,,,,
,,,Intermediate,1,3,1,1,,,,,,,,,,,
,,,Intermediate,1,3,1,1,,,,,,,,,,,
,,,Intermediate,1,3,2,2,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,3,,,,,,,,,,,
,,,Intermediate,1,3,3,4,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,1,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,5,,,,,,,,,,,
,,,Intermediate,1,3,3,3,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,2,,,,1,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,5,,,,1,,,1,,,,
,,,Intermediate,1,3,3,9,,,,1,,,3,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,3,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,,,,,,,,
,,,Intermediate,1,3,3,2,,,,,,,,,,,
,,,Intermediate,1,3,3,1,,,,1,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic,3,1,1,2,,,,,,,,,,,
,,,Mesic,3,1,1,,1,,,,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic,3,1,1,,2,,,,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic,3,1,1,,1,,,,,,,,,,
,,,Mesic,3,1,1,,1,,,,,,,,,,
,,,Mesic,3,1,1,,2,,,,,,,,,,
,,,Mesic,3,1,1,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,3,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,3,,,,1,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,3,,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,4,,,,1,,,,,,,
,,,Mesic ,3,1,2,,4,,,,,,,,,,
,,,Mesic ,3,1,2,1,1,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,5,,,,,,,,,,,
,,,Mesic ,3,1,2,,3,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,,3,,,,,,,,,,
,,,Mesic ,3,1,2,,5,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,1,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,3,,,,1,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,4,,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,1,,,,,,,
,,,Mesic ,3,1,2,,2,,,1,,,,,,,
,,,Mesic ,3,1,2,2,,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,1,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,1,1,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,,4,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,4,,,1,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,1,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,4,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,3,,,1,,,,,,,
,,,Mesic ,3,1,2,,3,,,1,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,2,5,,,,,,,,,,
,,,Mesic ,3,1,2,2,,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,,2,,,,,,,,,,
,,,Mesic ,3,1,2,,7,,,,,,,,,,
,,,Mesic ,3,1,2,,3,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,,1,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,2,1,2,,,,,,,,,,
,,,Mesic ,3,1,2,1,,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,2,,,1,,,,,,,
,,,Mesic ,3,1,3,,2,,,1,,,,,,,
,,,Mesic ,3,1,3,,3,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,1,,,,,,,,,,,
,,,Mesic ,3,1,3,1,,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,2,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,2,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,2,,,1,,,,,,,
,,,Mesic ,3,1,3,,4,,,1,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,1,,,,,,,,,,,
,,,Mesic ,3,1,3,,2,,,1,,,,,,,
,,,Mesic ,3,1,3,1,2,,,,,,,,,,
,,,Mesic ,3,1,3,2,,,,1,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic ,3,1,3,,1,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,2,,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,,2,,,,,,,,,,
,,,Mesic,3,2,1,2,,,,,,,,,,,
,,,Mesic,3,2,1,2,,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,,1,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,1,1,,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,2,,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,1,,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,,2,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,2,,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,1,,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,2,,,,1,,,,,,,
,,,Mesic,3,2,2,,2,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,2,,3,,,,,,,,,,
,,,Mesic,3,2,2,,1,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,,2,,,,,,,,,,
,,,Mesic,3,2,3,2,,,,,,,,,,,
,,,Mesic,3,2,3,,3,,,,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,,3,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,2,,,,1,,,,,,,
,,,Mesic,3,2,3,2,,,,1,,,,,,,
,,,Mesic,3,2,3,2,,,,1,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,2,,,,1,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,,3,,,,,,,,,,
,,,Mesic,3,2,3,,2,,,,,,,,,,
,,,Mesic,3,2,3,,2,,,1,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,,3,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,,2,,,,,,,,,,
,,,Mesic,3,2,3,2,,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,,3,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,3,,,,1,,,,,,,
,,,Mesic,3,2,3,2,,,,,,,,,,,
,,,Mesic,3,2,3,,2,,,1,,,,,,,
,,,Mesic,3,2,3,,2,,,1,,,,,,,
,,,Mesic,3,2,3,,7,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,2,3,1,,,,,,,,,,,
,,,Mesic,3,2,3,,1,,,,,,,,,,
,,,Mesic,3,3,1,5,,,,,,,,,,,
,,,Mesic,3,3,1,2,,,,,,,,,,,
,,,Mesic,3,3,1,,1,,,,,,,,,,
,,,Mesic,3,3,1,,1,,,,,,,,,,
,,,Mesic,3,3,1,1,,,,,,,,,,,
,,,Mesic,3,3,1,1,,,,,,,,,,,
,,,Mesic,3,3,1,,1,,,,,,,,,,
,,,Mesic,3,3,1,1,,,,,,,,,,,
,,,Mesic,3,3,1,1,,,,,,,,,,,
,,,Mesic,3,3,1,6,,,,,,,2,,,,
,,,Mesic,3,3,2,1,,,,,,,,,,,
,,,Mesic,3,3,2,,1,,,,,,,,,,
,,,Mesic,3,3,2,1,,,,,,,,,,,
,,,Mesic,3,3,2,,1,,,,,,,,,,
,,,Mesic,3,3,2,1,,,,,,,,,,,
,,,Mesic,3,3,2,,1,,,,,,,,,,
,,,Mesic,3,3,2,,1,,,,,,,,,,
,,,Mesic,3,3,3,,2,,,,,,,,,,
,,,Mesic,3,3,3,,1,,,,,,1,,,,
,,,Mesic,3,3,3,1,,,,,,,,,,,
,,,Mesic,3,3,3,1,,,1,,,,,,,,
,,,Mesic,3,3,3,2,,,,1,,,,,,,
,,,Mesic,3,3,3,,1,,,,,,1,,,,
,,,Mesic,3,3,3,1,,,,,,,,,,,
,,,Mesic,3,3,3,2,,,,1,,,,,,,
,,,Mesic,3,3,3,,1,,,,,,1,,,,
,,,Mesic,3,3,3,1,,,,,,,,,,,
,,,Mesic,3,3,3,,1,,,,,,1,,,,
,,,Mesic,3,3,3,1,,,,,,,,,,,
,,,Mesic,2,1,1,,2,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,2,,,,1,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,2,,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,,2,,,1,,,,,,,
,,,Mesic,2,1,1,,2,,,1,,,,,,,
,,,Mesic,2,1,1,1,1,,,1,,,,,,,
,,,Mesic,2,1,1,6,,,,,,,,,,,
,,,Mesic,2,1,1,1,2,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,,3,,,,,,,,,,
,,,Mesic,2,1,1,,3,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,1,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,7,,,,,,,,,,,
,,,Mesic,2,1,1,,4,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,3,,,,1,,,,,,,
,,,Mesic,2,1,1,,4,,,,,,,,,,
,,,Mesic,2,1,1,2,,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,3,,,,1,,,,,,,
,,,Mesic,2,1,1,,2,,,,,,,,,,
,,,Mesic,2,1,1,,2,,,1,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,2,,,,,,,,,,,
,,,Mesic,2,1,1,,1,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,,4,,,1,,,,,,,
,,,Mesic,2,1,1,,2,,,,,,,,,,
,,,Mesic,2,1,1,1,,,,,,,,,,,
,,,Mesic,2,1,1,,2,,,,,,,,,,
